Option,Group,GroupName
leasecount,-1,leasecount
left nozzle,-1,left nozzle
Leihräder,-1,Leihräder
Leistung,-1,Leistung
LeistungAktuell,-1,LeistungAktuell
Leitfähigkeit,-1,Leitfähigkeit
Leitfähigkeit (EC),-1,Leitfähigkeit (EC)
Leitfähigkeit (Hochbeet),-1,Leitfähigkeit (Hochbeet)
Leitwert,-1,Leitwert
leute,-1,leute
level,-1,level
level / test mode,-1,level / test mode
Licht (digital),-1,Licht (digital)
Licht Intensität,-1,Licht Intensität
Licht Sonne Ost,-1,Licht Sonne Ost
Licht Sonne Süd,-1,Licht Sonne Süd
Licht Sonne West,-1,Licht Sonne West
Intensity Solid,-1,Intensity Solid
Intensity,-1,Intensity
Heat power P,-1,Heat power P
Hintergrund,-1,Hintergrund
Hitzeindex,-1,Hitzeindex
Hitzeindex (rel. gefühlte Temperatur),-1,Hitzeindex (rel. gefühlte Temperatur)
Hukseflu,-1,Hukseflu
Hum,-1,Hum
HUM-SI7021,-1,HUM-SI7021
Hum_BME680,-1,Hum_BME680
Hum_SCD30,-1,Hum_SCD30
Hum_SCD40,-1,Hum_SCD40
Hum_SHT31,-1,Hum_SHT31
Human,-1,Human
Humdity,-1,Humdity
Humedad,-1,Humedad
Humedad1,-1,Humedad1
Humi,-1,Humi
Humidade,-1,Humidade
Humidade relativa,-1,Humidade relativa
Humidex,-1,Humidex
Hitze Index Temperatur Gültig wenn Lufttemperatur >26°C und rel.Feuchte >40%,-1,Hitze Index Temperatur Gültig wenn Lufttemperatur >26°C und rel.Feuchte >40%
"Himmelstemperatur (grober, nicht korrigierter Wert)",-1,"Himmelstemperatur (grober, nicht korrigierter Wert)"
Humidity / rel. Luftfeuchte,-1,Humidity / rel. Luftfeuchte
hhhh,-1,hhhh
heatbed temperature,-1,heatbed temperature
Heating,-1,Heating
HECA humidity,-1,HECA humidity
HECA temperature,-1,HECA temperature
Heizung,-1,Heizung
Heligkeit,-1,Heligkeit
Helligkeit - Ost,-1,Helligkeit - Ost
Helligkeit - Süd,-1,Helligkeit - Süd
Helligkeit - West,-1,Helligkeit - West
Helligkeit Nord (feste Gerätezuordnung),-1,Helligkeit Nord (feste Gerätezuordnung)
Helligkeit Ost (feste Gerätezuordnung),-1,Helligkeit Ost (feste Gerätezuordnung)
Helligkeit Süd (feste Gerätezuordnung),-1,Helligkeit Süd (feste Gerätezuordnung)
Helligkeit West (feste Gerätezuordnung),-1,Helligkeit West (feste Gerätezuordnung)
"Helligkeit, größter Wert der 4 Einzelsensoren",-1,"Helligkeit, größter Wert der 4 Einzelsensoren"
"Helligkeit, vektorielle Summe",-1,"Helligkeit, vektorielle Summe"
Hellikeit,-1,Hellikeit
Hengitettävät hiukkaset PM10,-1,Hengitettävät hiukkaset PM10
Humidite,-1,Humidite
Humidity BME,-1,Humidity BME
Intensidade UV,-1,Intensidade UV
Illuminance TSL,-1,Illuminance TSL
Ilmankosteus,-1,Ilmankosteus
Ilmanpaine,-1,Ilmanpaine
Inbox temperature,-1,Inbox temperature
IndexUV,-1,IndexUV
InDoor,-1,InDoor
Infrarot,-1,Infrarot
Infrarotstrahlung,-1,Infrarotstrahlung
Innenfeuchtigkeit,-1,Innenfeuchtigkeit
Innenluftraumqualität,-1,Innenluftraumqualität
Innenraumluftqualitaet,-1,Innenraumluftqualitaet
Innenraumluftqualität,-1,Innenraumluftqualität
Innentemperatur,-1,Innentemperatur
Innentemperatur Sensebox,-1,Innentemperatur Sensebox
Inneraumluftqualität,-1,Inneraumluftqualität
Inside box humidity,-1,Inside box humidity
Inside Device Humidity,-1,Inside Device Humidity
Inside Device Pressure,-1,Inside Device Pressure
Illumination,-1,Illumination
Illluminance,-1,Illluminance
Humidity Outdoor (SHT31-D),-1,Humidity Outdoor (SHT31-D)
IAQ Static,-1,IAQ Static
Humidity SCD030,-1,Humidity SCD030
Humidity Влажность,-1,Humidity Влажность
"Humidity, ext",-1,"Humidity, ext"
"Humidity, int",-1,"Humidity, int"
Humidity_SHT85,-1,Humidity_SHT85
HumiditySCD41,-1,HumiditySCD41
Humidité,-1,Humidité
Humidiy,-1,Humidiy
Hydrogen - H2,-1,Hydrogen - H2
Hygrométrie,-1,Hygrométrie
Höhe,-1,Höhe
Höhe (barometisch),-1,Höhe (barometisch)
Höhen,-1,Höhen
Höhenmeter,-1,Höhenmeter
Húmidade Relativa,-1,Húmidade Relativa
IAQ,-1,IAQ
IAQ (BME680),-1,IAQ (BME680)
Частицы PM2.5,-1,Частицы PM2.5
